sample_id,indobert,indobertweet,mbert,transcript,visual
s001238,0.8951567,0.7673414,0.24544658,0.71243227,0.5
s001239,0.06301947,0.19042274,0.25275275,0.15700755,0.5
s001240,0.056444027,0.08479541,0.42853233,0.055617608,0.5
s001241,0.9668514,0.8578872,0.35689482,0.85403454,0.5
s001242,0.058560826,0.05997644,0.13998318,0.053601142,0.5
s001243,0.84733725,0.81508535,0.45901552,0.80115914,0.5
s001244,0.050705366,0.12220858,0.14755517,0.05572029,0.5
s001245,0.046205744,0.037538007,0.18010667,0.036493767,0.5
s001246,0.101767845,0.38093162,0.2516477,0.16586316,0.5
s001247,0.4005735,0.23633993,0.5056913,0.11656274,0.5
s001248,0.89733595,0.7801604,0.6084777,0.71012604,0.5
s001249,0.041695766,0.19072403,0.47096467,0.08586246,0.5
s001250,0.95531917,0.89442116,0.68825895,0.7929457,0.5
s001251,0.08740791,0.22371607,0.38890812,0.23423146,0.5
s001252,0.42895088,0.2719279,0.5111447,0.21206883,0.5
s001253,0.07504072,0.2985936,0.25982562,0.0992954,0.5
s001254,0.95230865,0.87386215,0.7439129,0.81316423,0.5
s001255,0.23510839,0.10338596,0.18155324,0.04885778,0.5
s001256,0.9700703,0.91102153,0.62406445,0.86916035,0.5
s001257,0.068412915,0.5607338,0.2666436,0.51545984,0.5
s001258,0.3485343,0.4071566,0.43158415,0.37307608,0.5
s001259,0.286269,0.31090358,0.5229483,0.29563645,0.5
s001260,0.04240383,0.07504072,0.15830442,0.026810197,0.5
s001261,0.87514824,0.8840393,0.63476974,0.7851439,0.5
s001262,0.95565146,0.8722386,0.6415347,0.83237296,0.5
s001263,0.09721884,0.5153455,0.20071429,0.46195722,0.5
s001264,0.9628132,0.883236,0.5848641,0.8586001,0.5
s001265,0.8362874,0.84376645,0.35767972,0.71163136,0.5
s001266,0.9430336,0.8596637,0.7595823,0.86442494,0.5
s001267,0.051462766,0.36082682,0.20705435,0.104294725,0.5
s001268,0.06620602,0.2641685,0.2180027,0.15623358,0.5
s001269,0.04288224,0.14891148,0.19269122,0.10970578,0.5
s001386,0.8967949,0.6888872,0.8830344,0.63973606,0.5
s001387,0.06097518,0.27212125,0.45671266,0.17384852,0.5
s001388,0.3133147,0.45380643,0.7322091,0.540651,0.5
s001389,0.44299793,0.60241246,0.5798168,0.42143276,0.5
s001390,0.097734325,0.5179214,0.20370755,0.43752304,0.5
s001391,0.94417685,0.7913377,0.8056322,0.7200731,0.5
s001392,0.9231778,0.79198194,0.5983122,0.783823,0.5
s001393,0.09501305,0.6581979,0.15115306,0.5916053,0.5
s001394,0.9130583,0.88582915,0.80084777,0.9401336,0.5
s001395,0.04038907,0.13117322,0.27904198,0.061311536,0.5
s001396,0.43911588,0.3018763,0.5392562,0.26322043,0.5
s001397,0.80084777,0.73848045,0.61022115,0.70710135,0.5
s001398,0.48882478,0.40327308,0.53673786,0.28249303,0.5
s001399,0.1041124,0.11716747,0.20450072,0.054098696,0.5
s001400,0.8793542,0.725065,0.40368438,0.6710396,0.5
s001401,0.9512329,0.9217811,0.7796576,0.8879841,0.5
s001402,0.96095175,0.93045825,0.7606507,0.90681833,0.5
s001403,0.9281487,0.5910153,0.6207366,0.70629174,0.5
s001404,0.55048656,0.6681228,0.7516481,0.39910883,0.5
s001405,0.031261913,0.08151976,0.13951357,0.05399884,0.5
s001406,0.52760553,0.39088264,0.5440445,0.2965524,0.5
s001407,0.02870708,0.14021847,0.17050801,0.058993023,0.5
s001408,0.045862664,0.14940722,0.11357959,0.08740791,0.5
s001409,0.02479816,0.043772742,0.1465752,0.022672437,0.5
s001410,0.76100606,0.86350673,0.5232833,0.852199,0.5
s001411,0.36500388,0.58593065,0.4504198,0.37330446,0.5
s001412,0.4742507,0.7615385,0.7113306,0.6096985,0.5
s001413,0.94509614,0.7337381,0.7884203,0.7296161,0.5
s001414,0.8611883,0.359589,0.57254356,0.3339375,0.5
s001415,0.7709825,0.8042522,0.85158294,0.7498207,0.5
s001416,0.79454446,0.7255514,0.23091978,0.5290049,0.5
s001417,0.49549118,0.43422136,0.5212122,0.44414282,0.5
s001418,0.3974121,0.7004852,0.36613634,0.81316423,0.5
s001419,0.054298937,0.06705628,0.18010667,0.063948415,0.5
s001420,0.8722386,0.57654196,0.82741016,0.35745537,0.5
s001421,0.03321117,0.05781161,0.100701615,0.055617608,0.5
s001422,0.4132995,0.4988518,0.19728975,0.45162883,0.5
s001423,0.19620942,0.5986056,0.57654196,0.41182032,0.5
s001424,0.9097468,0.7622471,0.61808914,0.59449244,0.5
s001425,0.12368282,0.519826,0.38885006,0.6594051,0.5
s001426,0.02297737,0.047869004,0.08344117,0.02665774,0.5
s001427,0.053206205,0.047074173,0.06766981,0.05223086,0.5
s001428,0.062331032,0.087252244,0.31890923,0.07030385,0.5
s001429,0.041384716,0.082549304,0.20008835,0.038610928,0.5
s001430,0.053206205,0.047074173,0.06766981,0.05223086,0.5
s001431,0.09807932,0.8204694,0.2391716,0.70201963,0.5
s001432,0.1187934,0.15165494,0.41727152,0.07906799,0.5
s001433,0.9539661,0.5112591,0.58664125,0.59948516,0.5
s001434,0.121790156,0.14940722,0.5733799,0.09089675,0.5
s001435,0.42703825,0.3687466,0.53028214,0.3006429,0.5
s001436,0.047602657,0.082549304,0.19605544,0.0394904,0.5
s001437,0.03574581,0.050988145,0.1210609,0.032283258,0.5
s001438,0.063831605,0.13150747,0.38682136,0.08079154,0.5
s001439,0.041539967,0.041152887,0.07906799,0.023734687,0.5
s001440,0.025613913,0.10837755,0.13386749,0.06548521,0.5
s001441,0.24926445,0.23388131,0.590425,0.13580412,0.5
s001442,0.06052939,0.111627996,0.24006125,0.07329728,0.5
s001443,0.3280987,0.16995624,0.43596154,0.06816437,0.5
s001444,0.52679926,0.2758119,0.38972074,0.2384615,0.5
s001445,0.92683524,0.8174288,0.65323746,0.7252596,0.5
s001446,0.8231863,0.43002766,0.53342783,0.3717066,0.5
s001447,0.10894504,0.30125925,0.527636,0.3068385,0.5
s001448,0.42184955,0.38549033,0.31174105,0.20753574,0.5
s001449,0.032774985,0.11299101,0.17525558,0.06730107,0.5
s001450,0.0946777,0.17078441,0.14977993,0.1362632,0.5
s001451,0.338405,0.4240542,0.65035623,0.37376153,0.5
s001452,0.060307644,0.12231338,0.1301748,0.060197048,0.5
s001453,0.74871993,0.3671568,0.22798456,0.23039988,0.5
s001454,0.058024753,0.17398883,0.046205744,0.10338596,0.5
s001455,0.027376488,0.052424565,0.1504028,0.034880884,0.5
s001456,0.048405956,0.21917035,0.33589524,0.13892841,0.5
s001457,0.9250947,0.6723317,0.77304506,0.54673815,0.5
s001458,0.04304285,0.13660839,0.28907055,0.055823144,0.5
s001459,0.067423776,0.16858302,0.15649122,0.10141132,0.5
s001460,0.03875619,0.13892841,0.20402455,0.078359805,0.5
s001461,0.04560694,0.15700755,0.44338953,0.114368536,0.5
s001462,0.21403359,0.41389167,0.5219738,0.5480991,0.5
s001463,0.040922303,0.054903854,0.17286891,0.033907957,0.5
s001464,0.049405243,0.19667186,0.15495056,0.18300885,0.5
s001465,0.1066906,0.49475497,0.18082884,0.4013358,0.5
s001466,0.06430005,0.19868535,0.1775255,0.051749535,0.5
s001467,0.33296075,0.23810701,0.35175627,0.11951086,0.5
s001468,0.02132808,0.04698664,0.26284182,0.04001227,0.5
s001469,0.031738594,0.08850466,0.11221038,0.03711691,0.5
s001470,0.054600604,0.079638734,0.22236224,0.040162582,0.5
s001471,0.3767378,0.09585608,0.45383668,0.06489011,0.5
s001472,0.8100285,0.8053261,0.7634837,0.6583077,0.5
s001473,0.2391716,0.22067818,0.4779501,0.16721867,0.5
s001474,0.047161866,0.3143662,0.40174648,0.29746994,0.5
s001475,0.093678005,0.14128141,0.6719013,0.12199923,0.5
s001476,0.078925885,0.19452077,0.2073752,0.117572136,0.5
s001477,0.06176271,0.07751766,0.14116298,0.08181271,0.5
s001478,0.07382972,0.28199843,0.1435475,0.21833587,0.5
s001479,0.9512329,0.53092057,0.60964036,0.5851011,0.5
s001480,0.10539454,0.76082844,0.2622746,0.7414869,0.5
s001481,0.03676947,0.15482272,0.14903529,0.09401018,0.5
s001482,0.02942358,0.1133831,0.16491954,0.09041373,0.5
s001483,0.96485513,0.91490096,0.6770471,0.9147487,0.5
s001484,0.03601607,0.10557884,0.27076933,0.063714996,0.5
s001485,0.24562746,0.13741668,0.41543236,0.06730107,0.5
s001486,0.54004467,0.5353413,0.684053,0.582016,0.5
s001487,0.5706903,0.4445346,0.26340988,0.2887696,0.5
s001488,0.805173,0.6800292,0.41667795,0.6220002,0.5
s001489,0.056444027,0.10266401,0.08601588,0.11940814,0.5
s001490,0.058131598,0.2043419,0.21866935,0.1576549,0.5
s001491,0.38821205,0.5918412,0.3685193,0.49282888,0.5
s001492,0.1309508,0.3112175,0.38641608,0.16613355,0.5
s001493,0.05291181,0.09301681,0.480692,0.07696084,0.5
s001494,0.03308598,0.21060391,0.12527925,0.081959546,0.5
s001495,0.04107589,0.27904198,0.20545557,0.1742697,0.5
s001496,0.043123372,0.0996453,0.38647398,0.04369106,0.5
s001497,0.22919,0.16264586,0.29007506,0.081959546,0.5
s001498,0.03197956,0.0973904,0.2776688,0.0726367,0.5
s001499,0.18937114,0.43662205,0.2196721,0.45634922,0.5
s001500,0.52080095,0.34986588,0.32885265,0.29077944,0.5
s001501,0.020023441,0.033336826,0.068787284,0.023065226,0.5
s001502,0.07765744,0.30891946,0.30715016,0.34775856,0.5
s001503,0.08601588,0.2425643,0.21157968,0.15115306,0.5
s001504,0.06632687,0.19467382,0.25757828,0.0992954,0.5
s001505,0.046638038,0.25367606,0.10894504,0.11221038,0.5
s001628,0.09534945,0.52072483,0.2507293,0.49873257,0.5
s001629,0.20995522,0.4198858,0.47612292,0.2695178,0.5
s001630,0.88483775,0.8978745,0.7791538,0.88563144,0.5
s001631,0.9598375,0.92643696,0.7409249,0.9231778,0.5
s001632,0.7947038,0.7799929,0.60981464,0.70456684,0.5
s001633,0.85403454,0.72661966,0.6199891,0.60118383,0.5
s001634,0.7538293,0.8392076,0.6419837,0.7692537,0.5
s001635,0.071073666,0.18068421,0.57892436,0.15418488,0.5
s001636,0.9571178,0.93980294,0.40827677,0.9514138,0.5
s001637,0.77696157,0.5894801,0.3068385,0.5236335,0.5
s001638,0.9069832,0.8565725,0.77081,0.89312315,0.5
s001639,0.9658996,0.91367656,0.7295198,0.9180404,0.5
s001640,0.100348406,0.11066323,0.24490438,0.06681232,0.5
s001641,0.060418423,0.039342504,0.2013417,0.07613248,0.5
s001642,0.761893,0.65301627,0.58930284,0.60690624,0.5
s001643,0.19345193,0.3156305,0.41780585,0.29239318,0.5
s001644,0.89606965,0.79597545,0.70324385,0.70608914,0.5
s001645,0.04069295,0.116965584,0.36568317,0.14940722,0.5
s001646,0.9324533,0.78249633,0.7130322,0.81271875,0.5
s001647,0.9328214,0.9334308,0.8236123,0.91321325,0.5
s001648,0.073164724,0.32498476,0.46645063,0.15127839,0.5
s001649,0.96102494,0.9263037,0.611614,0.9260366,0.5
s001650,0.9227612,0.5440748,0.742048,0.46806112,0.5
s001651,0.16817278,0.35153365,0.33328617,0.25701842,0.5
s001652,0.9683812,0.9107044,0.68130285,0.82275945,0.5
s001653,0.5909563,0.43794367,0.70120186,0.6303436,0.5
s001654,0.8818186,0.89010334,0.7648916,0.9280184,0.5
s001655,0.05942822,0.058993023,0.16277891,0.053601142,0.5
s001656,0.037963696,0.070816204,0.2104416,0.06108711,0.5
s001657,0.9436599,0.8193158,0.70365125,0.83237296,0.5
s001658,0.9404625,0.9167081,0.88263035,0.89218736,0.5
s001659,0.8533026,0.6586371,0.6160123,0.79881525,0.5
s001660,0.9723097,0.91978675,0.7879312,0.9034647,0.5
s001661,0.73810315,0.6288634,0.60865223,0.50157356,0.5
s001662,0.94994867,0.8912444,0.6669308,0.882022,0.5
s001663,0.03875619,0.33742183,0.23616375,0.21076629,0.5
s001664,0.913368,0.6739432,0.23161423,0.39152223,0.5
s001665,0.92455155,0.8183016,0.6435533,0.8329173,0.5
s001666,0.9233162,0.81242126,0.66617113,0.8057851,0.5
s001667,0.10762492,0.636805,0.20850107,0.40792292,0.5
s001668,0.12273334,0.12023206,0.27649513,0.08122776,0.5
s001669,0.93732566,0.78199726,0.45856085,0.8271311,0.5
s001670,0.07004896,0.17852582,0.17695588,0.124638565,0.5
s001671,0.97023994,0.9425068,0.63703084,0.92262185,0.5
s001672,0.109134786,0.0996453,0.14139993,0.064065434,0.5
s001673,0.97711015,0.8000679,0.6794978,0.7503699,0.5
s001674,0.19961986,0.2617081,0.29360697,0.26114246,0.5
s001675,0.17539679,0.37874627,0.2109288,0.23952718,0.5
s001676,0.85989916,0.9175984,0.6459021,0.9207897,0.5
s001677,0.96160597,0.7818308,0.72564864,0.73335636,0.5
s001678,0.94699025,0.8388118,0.7643643,0.8392076,0.5
s001679,0.9551521,0.81316423,0.8793542,0.840521,0.5
s001680,0.34202188,0.74223495,0.79438496,0.724578,0.5
s001681,0.041695766,0.25128007,0.23005375,0.13963085,0.5
s001682,0.92775697,0.85989916,0.7041601,0.8269914,0.5
s001683,0.8512122,0.6722241,0.725065,0.79549927,0.5
s001684,0.27173457,0.26894143,0.12787028,0.16438228,0.5
s001685,0.87726665,0.44070995,0.6463486,0.2666436,0.5
s001686,0.9628132,0.8623516,0.5031242,0.86177105,0.5
s001687,0.82796735,0.4797474,0.42930976,0.42679936,0.5
s001688,0.9666631,0.95976204,0.81405276,0.9466954,0.5
s001689,0.6181467,0.7572562,0.46596462,0.6727618,0.5
s001690,0.13963085,0.6349961,0.3628563,0.6706083,0.5
s001691,0.13050689,0.2921912,0.29849136,0.31299964,0.5
s001692,0.8518296,0.65599746,0.4653571,0.7647159,0.5
s001693,0.79692537,0.8872046,0.6151457,0.90665317,0.5
s001694,0.9408984,0.54355997,0.5125706,0.71721,0.5
s001695,0.91413754,0.7100255,0.6078378,0.6855286,0.5
s001696,0.8484707,0.692538,0.35700688,0.7446563,0.5
s001697,0.03676947,0.16844618,0.18097353,0.0999963,0.5
s001698,0.042245496,0.2043419,0.21060391,0.14057204,0.5
s001699,0.8333246,0.7221353,0.69585496,0.79565805,0.5
s001700,0.83534926,0.61352605,0.57892436,0.49652106,0.5
s001701,0.6257812,0.61751264,0.5858122,0.71611935,0.5
s001702,0.89912134,0.79787195,0.3794359,0.7900447,0.5
s001703,0.9242787,0.9003547,0.8152325,0.9252299,0.5
s001704,0.65246284,0.7367796,0.5887709,0.68637,0.5
s002003,0.2795334,0.53376204,0.47368768,0.43002766,0.5
s002004,0.085709274,0.09636511,0.17695588,0.10894504,0.5
s002005,0.90829307,0.74502754,0.79518133,0.8197491,0.5
s002006,0.94776917,0.8793542,0.44936243,0.8916225,0.5
s002007,0.9092645,0.8958876,0.66421366,0.9078038,0.5
s002245,0.09653532,0.43350178,0.5537768,0.35465655,0.5
s002246,0.14511536,0.16708273,0.40621406,0.09334688,0.5
s002247,0.042087726,0.076683804,0.4056253,0.05470151,0.5
s002248,0.9392481,0.85318035,0.7295198,0.8727817,0.5
s002249,0.12273334,0.24077459,0.34356195,0.16721867,0.5
s002250,0.053799648,0.059866417,0.20181322,0.05910154,0.5
s002251,0.8828326,0.7648916,0.38734263,0.84453726,0.5
s002252,0.09912086,0.24889915,0.18728127,0.20898497,0.5
s002253,0.26511872,0.21354114,0.30652705,0.1187934,0.5
s002254,0.97433734,0.9380106,0.7352616,0.9492005,0.5
s002255,0.1328517,0.31647488,0.6677979,0.17092276,0.5
s002256,0.9384633,0.7821637,0.6453435,0.80332816,0.5
s002257,0.62738067,0.5612148,0.29077944,0.4733833,0.5
s002258,0.6993571,0.45096377,0.35521552,0.47236398,0.5
s002259,0.7801604,0.6420959,0.370567,0.60498255,0.5
s002260,0.48966363,0.4675141,0.37788498,0.4035081,0.5
s002261,0.9542227,0.8562122,0.48165193,0.7799929,0.5
s002262,0.69336915,0.45413926,0.38300648,0.3348069,0.5
s002263,0.93306583,0.8548847,0.6834195,0.74539834,0.5
s002264,0.8456877,0.9422947,0.62010413,0.9005298,0.5
s002265,0.028436033,0.023779986,0.1266771,0.019456573,0.5
s002266,0.7411123,0.75851065,0.6534587,0.5989575,0.5
s002267,0.9603612,0.8349459,0.48316064,0.76559335,0.5
s002268,0.14438999,0.23493282,0.2359876,0.16384642,0.5
s002269,0.03085051,0.12721826,0.15127839,0.1201288,0.5
s002270,0.8490974,0.75617754,0.5791624,0.5274839,0.5
s002271,0.031858854,0.33589524,0.31531417,0.2987982,0.5
s002272,0.9167081,0.6082451,0.4553197,0.5540181,0.5
s002273,0.1859472,0.43128473,0.29900286,0.23370637,0.5
s002274,0.87589324,0.767167,0.6270382,0.78727776,0.5
s002275,0.34643072,0.5287159,0.34114337,0.5010185,0.5
s002276,0.8899121,0.73829186,0.6841585,0.799129,0.5
s002277,0.046638038,0.19574778,0.22371607,0.083740406,0.5
s002278,0.09518112,0.5239532,0.21076629,0.36738375,0.5
s002279,0.34753713,0.4107563,0.6664968,0.20450072,0.5
s002280,0.07864238,0.19620942,0.27144477,0.10356715,0.5
s002281,0.61259943,0.63307005,0.5011587,0.41347715,0.5
s002282,0.27776673,0.37033927,0.29767406,0.36184096,0.5
s002283,0.05686155,0.19837458,0.40939787,0.20898497,0.5
s002284,0.06489011,0.3088152,0.41093352,0.2776688,0.5
s002285,0.35543922,0.6940954,0.35075492,0.63284314,0.5
s002286,0.67319167,0.57439476,0.71353143,0.3589146,0.5
s002287,0.90582335,0.8106289,0.6951311,0.7192851,0.5
s002288,0.66432256,0.5524794,0.5111447,0.45356438,0.5
s002289,0.18025091,0.39513415,0.43518126,0.3138402,0.5
s002290,0.048676573,0.027532939,0.14010079,0.01979478,0.5
s002291,0.94815457,0.8247444,0.6770471,0.7282654,0.5
s002292,0.9375548,0.6939917,0.3580163,0.61259943,0.5
s002293,0.058131598,0.17582092,0.5559476,0.1066906,0.5
s002294,0.040464837,0.08647765,0.19590157,0.09912086,0.5
s002295,0.12326004,0.27318642,0.24310297,0.18565173,0.5
s002296,0.81757444,0.5794599,0.5020313,0.37937838,0.5
s002297,0.18432662,0.37022537,0.62222975,0.2354598,0.5
s002298,0.039787807,0.1466974,0.26359943,0.10393038,0.5
s002299,0.06430005,0.105948284,0.29992473,0.02017732,0.5
s002300,0.036562506,0.060640547,0.15649122,0.036220055,0.5
s002301,0.059866417,0.07737811,0.47884867,0.033462934,0.5
s002302,0.09636511,0.13195425,0.26208568,0.12819736,0.5
s002303,0.93379396,0.79117644,0.55844736,0.81375694,0.5
s002304,0.31237,0.47418985,0.32648614,0.44610256,0.5
s002305,0.74316794,0.37147862,0.64768684,0.36105207,0.5
s002306,0.0726367,0.30259714,0.18403316,0.13939638,0.5
s002307,0.16184942,0.107250325,0.21060391,0.058131598,0.5
s002308,0.9567152,0.78249633,0.6135839,0.6858443,0.5
s002309,0.043123372,0.45465374,0.21816924,0.3161581,0.5
s002310,0.83575183,0.7111301,0.6746938,0.7407374,0.5
s002311,0.056444027,0.5005069,0.3697701,0.2645483,0.5
s002312,0.036220055,0.09721884,0.17695588,0.06348236,0.5
s002313,0.07654563,0.09268778,0.2694217,0.0460339,0.5
s002390,0.74632394,0.50761735,0.56637836,0.4065085,0.5
s002391,0.5063512,0.393152,0.5711687,0.3511998,0.5
s002392,0.028436033,0.023779986,0.12294379,0.019456573,0.5
s002393,0.4460724,0.43995786,0.23775287,0.22988081,0.5
s002394,0.13330235,0.6178586,0.70911986,0.6057991,0.5
s002395,0.058024753,0.19605544,0.20418316,0.08137363,0.5
s002396,0.03358951,0.028114058,0.14426936,0.022672437,0.5
s002397,0.048676573,0.27076933,0.61508787,0.21386933,0.5
s002398,0.053899158,0.045183755,0.43542135,0.026205415,0.5
s002399,0.23881637,0.3270232,0.22236224,0.22101425,0.5
s002400,0.054903854,0.23248434,0.21783626,0.1470645,0.5
s002401,0.0753123,0.07329728,0.13006426,0.027428541,0.5
s002402,0.4947626,0.6790723,0.62079406,0.5839746,0.5
s002403,0.065604836,0.13028541,0.20979328,0.06669065,0.5
s002404,0.08509904,0.14891148,0.35936412,0.25349122,0.5
s002405,0.0607519,0.058131598,0.20753574,0.028490042,0.5
s002406,0.15507847,0.3473157,0.2713482,0.16871995,0.5
s002407,0.07477004,0.11516222,0.4294892,0.03378023,0.5
s002408,0.052037824,0.0658447,0.17738296,0.026355354,0.5
s002409,0.05975658,0.14792407,0.14033625,0.08897849,0.5
s002410,0.19193278,0.14780101,0.22067818,0.09687653,0.5
s002411,0.02920129,0.026355354,0.112600096,0.01812472,0.5
s002412,0.04369106,0.10158945,0.25497246,0.12315455,0.5
s002413,0.11940814,0.49492282,0.43260264,0.47980833,0.5
s002414,0.10743748,0.44543904,0.26511872,0.29421496,0.5
s002415,0.07779745,0.4549867,0.3598139,0.54292387,0.5
s002416,0.7643643,0.352759,0.45871243,0.21157968,0.5
s002417,0.56202626,0.42721745,0.38543248,0.20577459,0.5
s002418,0.07864238,0.14645308,0.2165081,0.10123348,0.5
s002419,0.02806074,0.044183318,0.15778464,0.025809623,0.5
s002420,0.9224824,0.80271024,0.4155509,0.6723317,0.5
s002421,0.74761593,0.8098782,0.67939144,0.79117644,0.5
s002422,0.03676947,0.07172113,0.18068421,0.044764314,0.5
s002423,0.043123372,0.08678673,0.22936256,0.064535476,0.5
s002424,0.0394904,0.08269734,0.39198765,0.09653532,0.5
s002425,0.046205744,0.14092636,0.13006426,0.10557884,0.5
s002426,0.05749328,0.3892563,0.47860503,0.24926445,0.5
s002427,0.11576065,0.31132215,0.29706192,0.25238404,0.5
s002428,0.17567945,0.34820172,0.7320175,0.30652705,0.5
s002429,0.05749328,0.060307644,0.12147716,0.033652965,0.5
s002430,0.7433543,0.45193112,0.47275957,0.31132215,0.5
s002431,0.22815649,0.37903354,0.32971537,0.200871,0.5
s002432,0.055823144,0.1666754,0.3331777,0.104294725,0.5
s002433,0.033652965,0.05079946,0.25795195,0.03371654,0.5
s002434,0.10970578,0.80286485,0.37719646,0.746139,0.5
s002435,0.86993575,0.76260096,0.6589664,0.64467263,0.5
s002436,0.08166611,0.19574778,0.3636469,0.20753574,0.5
s002437,0.8039445,0.27757087,0.32982332,0.38047114,0.5
s002438,0.6589664,0.48005205,0.48844358,0.34897783,0.5
s002439,0.039416388,0.09073549,0.17356819,0.037047166,0.5
s002440,0.5461936,0.67017674,0.3821414,0.7905303,0.5
s002441,0.04288224,0.057281975,0.19390947,0.038610928,0.5
s002442,0.038466193,0.03352616,0.26759952,0.01627746,0.5
s002443,0.8897206,0.8406518,0.5136456,0.7871142,0.5
s002444,0.03265138,0.023962025,0.10447732,0.01812472,0.5
s002445,0.90481883,0.7294234,0.6907677,0.86860406,0.5
s002446,0.10894504,0.33644006,0.16118816,0.6228035,0.5
s002447,0.0658447,0.17189364,0.2384615,0.06903793,0.5
s002448,0.10800066,0.09653532,0.5300693,0.070176296,0.5
s002449,0.08035747,0.068040416,0.1480472,0.03567855,0.5
s002450,0.021125192,0.03015741,0.12304913,0.02655657,0.5
s002451,0.35253605,0.62016165,0.69853514,0.33176893,0.5
s002452,0.12064587,0.36026394,0.5034866,0.23144047,0.5
s002453,0.047161866,0.21816924,0.23353152,0.097734325,0.5
s002454,0.040616777,0.07654563,0.15856485,0.037892427,0.5
s002455,0.038106617,0.09041373,0.17709816,0.03882902,0.5
s002456,0.036700353,0.024007745,0.085709274,0.015906392,0.5
s002457,0.039342504,0.09912086,0.19390947,0.0563401,0.5
s002458,0.037963696,0.102844074,0.2516477,0.04369106,0.5
s002459,0.051177494,0.1522842,0.25982562,0.09585608,0.5
s002460,0.034100424,0.02727267,0.10123348,0.016979992,0.5
s002461,0.45556194,0.31426096,0.16052906,0.22337708,0.5
s002462,0.040922303,0.12710987,0.19102567,0.08647765,0.5
s002463,0.058453236,0.08787644,0.27717942,0.050988145,0.5
s002487,0.1606607,0.3035253,0.4966431,0.1928432,0.5
s002488,0.18462045,0.48267296,0.20705435,0.42835298,0.5
s002489,0.19698064,0.093678005,0.18242553,0.07250525,0.5
s002490,0.18491465,0.30362853,0.36150277,0.20291664,0.5
s002491,0.5988988,0.1559763,0.56385833,0.09825223,0.5
s002492,0.9405718,0.84581506,0.59749043,0.8146434,0.5
s002493,0.5027332,0.4066852,0.7000752,0.43836442,0.5
s002494,0.12064587,0.05686155,0.31573597,0.07185127,0.5
s002495,0.5709893,0.61630094,0.7287483,0.62050664,0.5
s002496,0.65665823,0.44384152,0.54664737,0.42990798,0.5
s002497,0.87610537,0.9455002,0.6630147,0.86223567,0.5
s002498,0.18082884,0.42614248,0.29007506,0.4290705,0.5
s002499,0.16371267,0.28239405,0.2810108,0.27894375,0.5
s002500,0.91964257,0.8668104,0.7272012,0.89606965,0.5
s002501,0.77848095,0.46450678,0.49301577,0.56739736,0.5
s002502,0.040087357,0.23057307,0.19977595,0.1210609,0.5
s002503,0.06255973,0.22236224,0.38168037,0.11143445,0.5
s002504,0.1161611,0.27776673,0.5523284,0.16721867,0.5
s002505,0.11008787,0.5943747,0.20979328,0.52965873,0.5
s002506,0.22746931,0.2600135,0.24328269,0.2971639,0.5
s002507,0.0721122,0.23109324,0.5232072,0.14057204,0.5
s002508,0.11397347,0.24346252,0.23300752,0.16105618,0.5
s002509,0.2043419,0.1201288,0.27551943,0.070816204,0.5
s002510,0.42769548,0.6009497,0.26702574,0.46923143,0.5
s002511,0.92206234,0.8513358,0.53099656,0.8414352,0.5
s002512,0.92262185,0.5563694,0.68605465,0.548613,0.5
s002513,0.7826625,0.7040584,0.49227586,0.7905303,0.5
s002514,0.41223437,0.55874836,0.40527222,0.3100673,0.5
s002515,0.51740324,0.509383,0.5080483,0.4771887,0.5
