sample_id,indobert,indobertweet,mbert,transcript,visual
s000880,0.045862664,0.23265864,0.15817434,0.30663085,0.5
s000881,0.05781161,0.28467542,0.2779627,0.2562732,0.5
s000882,0.045015533,0.0500513,0.19636348,0.028652668,0.5
s000883,0.055106897,0.2683658,0.23423146,0.12210387,0.5
s000884,0.032222297,0.084341794,0.16926852,0.038106617,0.5
s000885,0.043936532,0.09636511,0.21850258,0.071073666,0.5
s000886,0.05051767,0.09089675,0.2852724,0.049865905,0.5
s000887,0.050893717,0.082549304,0.43938646,0.07146149,0.5
s000888,0.100348406,0.12453206,0.29971975,0.093678005,0.5
s000889,0.17106119,0.15253653,0.63307005,0.17217185,0.5
s000890,0.08819004,0.48938912,0.26922953,0.28917092,0.5
s000891,0.0705596,0.14878775,0.13511792,0.1462091,0.5
s000892,0.14390807,0.4571367,0.44700766,0.48672792,0.5
s000893,0.10266401,0.41590676,0.80193585,0.57296175,0.5
s000894,0.03581319,0.068537496,0.2200071,0.055617608,0.5
s000895,0.9119669,0.8596637,0.72623146,0.92007446,0.5
s000896,0.07356305,0.12624557,0.122628234,0.06941547,0.5
s000897,0.038538497,0.314682,0.6364661,0.30084828,0.5
s000898,0.9281487,0.40262696,0.60550755,0.5972556,0.5
s000899,0.07864238,0.14247034,0.4368022,0.1301748,0.5
s000900,0.06097518,0.4047427,0.3869951,0.26817408,0.5
s000901,0.22286923,0.19744445,0.37399015,0.33589524,0.5
s000902,0.04922211,0.18579943,0.23651622,0.17147702,0.5
s000903,0.8568123,0.284576,0.385259,0.27067295,0.5
s000904,0.12252322,0.7466935,0.1877276,0.47823945,0.5
s000905,0.060863446,0.14258969,0.16954333,0.1625129,0.5
s000906,0.24077459,0.30435172,0.42274293,0.42077807,0.5
s000907,0.03782129,0.23669262,0.39204586,0.20465964,0.5
s000908,0.90000373,0.8308688,0.5758266,0.761893,0.5
s001506,0.9627432,0.8456877,0.79117644,0.8866169,0.5
s001507,0.91383046,0.8557306,0.67490816,0.89048487,0.5
s001508,0.10266401,0.06512755,0.2920902,0.054802597,0.5
s001509,0.8119744,0.79310596,0.5637983,0.6827853,0.5
s001510,0.40538988,0.67071617,0.34202188,0.58433044,0.5
s001511,0.96080494,0.9320833,0.62772304,0.93379396,0.5
s001512,0.96518475,0.87810534,0.51044315,0.86838096,0.5
s001513,0.26151946,0.88483775,0.52541447,0.828523,0.5
s001514,0.9164094,0.8912444,0.79613405,0.86385167,0.5
s001515,0.9314625,0.51930803,0.66909647,0.44604227,0.5
s001516,0.09518112,0.41187945,0.49229872,0.20181322,0.5
s001517,0.21027938,0.38110438,0.6239499,0.47542262,0.5
s001518,0.71671456,0.5427118,0.6042238,0.48482215,0.5
s001519,0.961678,0.87375444,0.6907677,0.8893368,0.5
s001520,0.519628,0.42942935,0.6204492,0.36534345,0.5
s001521,0.9181873,0.8508408,0.6822562,0.86001676,0.5
s001522,0.44930202,0.59519845,0.5861084,0.5158333,0.5
s001523,0.94639885,0.90397453,0.8326453,0.91022664,0.5
s001524,0.83141696,0.7737297,0.7704648,0.8735388,0.5
s001525,0.8554893,0.8550057,0.75815266,0.7970834,0.5
s001526,0.047074173,0.054098696,0.3227394,0.06290424,0.5
s001527,0.9474783,0.9092645,0.64074826,0.89029425,0.5
s001528,0.8887587,0.8976953,0.8451773,0.9078038,0.5
s001529,0.69688743,0.5939037,0.55718285,0.5067478,0.5
s001530,0.26020142,0.4855082,0.29340446,0.22034244,0.5
s001531,0.9296961,0.84247476,0.7713272,0.85195285,0.5
s001532,0.8388118,0.7932662,0.76242405,0.755637,0.5
s001533,0.76977324,0.41081536,0.60200304,0.37536293,0.5
s001534,0.4444442,0.18535663,0.64478445,0.14010079,0.5
s001535,0.15817434,0.26855758,0.23881637,0.2221934,0.5
s001536,0.20513691,0.28150436,0.6101051,0.36477757,0.5
s001537,0.14390807,0.36999774,0.30002728,0.2617081,0.5
s001538,0.24077459,0.80685264,0.5872923,0.6874202,0.5
s001539,0.087252244,0.112015955,0.253861,0.07723878,0.5
s001540,0.061311536,0.069921836,0.24816957,0.078925885,0.5
s001541,0.36477757,0.4406498,0.43728274,0.50179386,0.5
s001542,0.11008787,0.29971975,0.4844716,0.18257122,0.5
s001543,0.82432055,0.8530579,0.57481253,0.91086304,0.5
s001544,0.1943678,0.3828911,0.3975875,0.2724115,0.5
s001545,0.81331253,0.8168451,0.65113306,0.8260112,0.5
s001546,0.8525676,0.35913938,0.6213112,0.4117612,0.5
s001547,0.11961367,0.12907304,0.27163795,0.091058284,0.5
s001548,0.93732566,0.8838389,0.74706274,0.8830344,0.5
s001549,0.9341553,0.702938,0.91228,0.8474635,0.5
s001550,0.1465752,0.3093366,0.45365515,0.26683465,0.5
s001551,0.12700155,0.46128976,0.4981928,0.4598947,0.5
s001552,0.1775255,0.06255973,0.45181018,0.044183318,0.5
s001553,0.8887587,0.85269034,0.563378,0.8025555,0.5
s001554,0.11992252,0.31965208,0.35767972,0.32060856,0.5
s001555,0.96232057,0.8601343,0.82796735,0.8975158,0.5
s001556,0.039564557,0.14547919,0.20641373,0.06766981,0.5
s001557,0.155591,0.2776688,0.17203271,0.21502088,0.5
s001558,0.58433044,0.48989242,0.65797806,0.29138398,0.5
s001559,0.9001793,0.6688803,0.7070003,0.6688803,0.5
s001560,0.7737297,0.5783291,0.34345183,0.53239477,0.5
s001561,0.9103862,0.8311431,0.8213309,0.8338664,0.5
s001562,0.9780936,0.820757,0.68763,0.79182106,0.5
s001563,0.950503,0.9130583,0.80147004,0.9114953,0.5
s001564,0.04698664,0.44996658,0.24382246,0.3548801,0.5
s001565,0.08050192,0.27943507,0.36670312,0.14010079,0.5
s001566,0.81757444,0.4035081,0.4790315,0.3988161,0.5
s001567,0.08108212,0.6293191,0.27425414,0.4522033,0.5
s001568,0.8718026,0.85729086,0.65013415,0.7937462,0.5
s001569,0.9531007,0.8610715,0.73659015,0.831006,0.5
s001570,0.09947021,0.3331777,0.20850107,0.19042274,0.5
s001571,0.91352236,0.8217605,0.7156228,0.82615143,0.5
s001572,0.94122344,0.7834919,0.53430873,0.7302899,0.5
s001573,0.04443143,0.44945306,0.55410856,0.24617071,0.5
s001574,0.8897206,0.73829186,0.6218854,0.7841538,0.5
s001575,0.765418,0.7895584,0.37914848,0.840521,0.5
s001576,0.42476985,0.51294416,0.23423146,0.4297883,0.5
s001577,0.9105454,0.9238675,0.55410856,0.8645393,0.5
s001578,0.09721884,0.08181271,0.23144047,0.10631887,0.5
s001579,0.29047742,0.4470378,0.61242557,0.50224876,0.5
s001580,0.2588877,0.68236214,0.62291825,0.51971936,0.5
s001705,0.8720208,0.8623516,0.76383626,0.8156734,0.5
s001706,0.95292586,0.9466954,0.9105454,0.93868846,0.5
s001707,0.8039445,0.844409,0.7285552,0.8311431,0.5
s002160,0.42184955,0.4216709,0.40851274,0.3027002,0.5
s002161,0.47560534,0.73411953,0.8694931,0.77982527,0.5
s002162,0.9231778,0.86177105,0.7352616,0.8330532,0.5
s002163,0.9749646,0.9167081,0.89715594,0.9512329,0.5
s002164,0.9152046,0.96028674,0.6686639,0.9564718,0.5
s002165,0.9739932,0.8512122,0.7077078,0.86904925,0.5
s002166,0.9493885,0.8669231,0.57415605,0.85633236,0.5
s002466,0.045437217,0.3443332,0.50511914,0.24707796,0.5
s002467,0.0689125,0.07504072,0.18184364,0.03371654,0.5
s002468,0.042087726,0.056548133,0.18609506,0.04451443,0.5
s002469,0.07068779,0.08866235,0.2014988,0.047514185,0.5
s002470,0.83196384,0.8834373,0.3738758,0.8161134,0.5
s002471,0.6276089,0.6132366,0.47999117,0.20946968,0.5
s002472,0.04001227,0.048047356,0.16438228,0.039121646,0.5
s002473,0.08181271,0.04681203,0.14057204,0.040769264,0.5
s002474,0.059537485,0.055106897,0.16885695,0.02428387,0.5
s002475,0.047425874,0.060863446,0.10320506,0.048047356,0.5
s002476,0.05399884,0.13050689,0.13939638,0.03926875,0.5
s002477,0.12560065,0.1606607,0.16171701,0.0849471,0.5
s002478,0.1775255,0.16789974,0.19667186,0.097734325,0.5
s002479,0.072374016,0.08284563,0.19620942,0.08647765,0.5
s002480,0.27835485,0.2867681,0.45725787,0.22884515,0.5
s002481,0.14854057,0.10123348,0.20914644,0.039564557,0.5
s002482,0.11536141,0.06916356,0.25238404,0.044931646,0.5
s002483,0.079638734,0.0689125,0.15482272,0.032774985,0.5
s002484,0.07004896,0.039787807,0.20497774,0.03601607,0.5
s002485,0.03971326,0.020449394,0.13534632,0.01317195,0.5
s002486,0.04594821,0.046205744,0.14247034,0.037397135,0.5
s003526,0.115560874,0.089136936,0.29421496,0.081959546,0.5
s003527,0.9455002,0.80286485,0.7004852,0.7106283,0.5
s003528,0.89199936,0.9455002,0.77321637,0.91212356,0.5
s003529,0.92455155,0.69233006,0.66290563,0.5683559,0.5
s003530,0.97029626,0.94639885,0.79645085,0.9468921,0.5
s003531,0.42006424,0.6094079,0.4823529,0.5500334,0.5
s003532,0.62897736,0.80685264,0.6627965,0.76082844,0.5
s003533,0.9342753,0.5270274,0.32939172,0.3879222,0.5
s003534,0.503313,0.8559716,0.38583738,0.7541916,0.5
s003535,0.19345193,0.77864933,0.19744445,0.76454014,0.5
s003536,0.8003801,0.29777616,0.24077459,0.2979804,0.5
s003537,0.87439936,0.84169555,0.4444442,0.7927853,0.5
s003538,0.049681153,0.110471144,0.14294825,0.049405243,0.5
s003539,0.6887825,0.78613067,0.5881797,0.8342719,0.5
s003540,0.9370958,0.9079672,0.74316794,0.7905303,0.5
s003541,0.10338596,0.075858176,0.15546274,0.06596494,0.5
s003542,0.09384396,0.18388654,0.25497246,0.10762492,0.5
s003543,0.9425068,0.93108755,0.59690315,0.91006696,0.5
s003544,0.9431384,0.9219218,0.74186105,0.89143354,0.5
s003545,0.11576065,0.14330755,0.2441827,0.0751764,0.5
s003546,0.12485182,0.3035253,0.3457677,0.24274376,0.5
s003547,0.8465777,0.6845804,0.6981237,0.6894102,0.5
s003548,0.65577704,0.79246426,0.54283303,0.59125125,0.5
s003549,0.9657707,0.90481883,0.77149934,0.8834373,0.5
s003550,0.92827886,0.8976953,0.6709318,0.87514824,0.5
s003551,0.73753643,0.23775287,0.44833568,0.25813892,0.5
s003552,0.07723878,0.17455094,0.5559777,0.12951279,0.5
s003553,0.97288233,0.9774571,0.84038997,0.97339284,0.5
s003554,0.4554408,0.6768335,0.27279878,0.6145097,0.5
s003555,0.9300781,0.8301815,0.26855758,0.7678639,0.5
s003556,0.556731,0.621828,0.22354652,0.46879062,0.5
s003557,0.97543687,0.96028674,0.8020909,0.947186,0.5
s003558,0.4832369,0.6401861,0.23633993,0.4272772,0.5
s003559,0.9725715,0.9227612,0.4119386,0.89199936,0.5
s003560,0.9600627,0.9184803,0.723993,0.8626991,0.5
s003561,0.5840932,0.6266955,0.40092525,0.4368022,0.5
s003562,0.94639885,0.7851439,0.8040984,0.8213309,0.5
s003563,0.9526623,0.96653706,0.7152251,0.9546474,0.5
s003564,0.058884695,0.13614832,0.12776141,0.09704755,0.5
s003565,0.96989965,0.94994867,0.78032786,0.93913656,0.5
s003566,0.21617697,0.21386933,0.46344426,0.16844618,0.5
s003567,0.33535084,0.8507168,0.4946482,0.8003801,0.5
s003568,0.9069832,0.5960218,0.56847566,0.56787676,0.5
s003569,0.16398026,0.20561504,0.351645,0.274157,0.5
s003570,0.18417984,0.28557116,0.21370518,0.20946968,0.5
s003571,0.96095175,0.8864204,0.6093498,0.82810634,0.5
s003572,0.09687653,0.34676248,0.25404602,0.35846534,0.5
s003573,0.22592856,0.36897394,0.4506918,0.38081652,0.5
s003920,0.6878397,0.467271,0.22456521,0.49024326,0.5
s003921,0.9492946,0.94154674,0.6872103,0.9563905,0.5
s003922,0.2856708,0.34764788,0.32124704,0.27845296,0.5
s003923,0.8071568,0.87925047,0.29971975,0.88700897,0.5
s003924,0.61589676,0.7871142,0.56643826,0.5988402,0.5
s003925,0.9498557,0.9014011,0.6199316,0.8047131,0.5
s003926,0.14330755,0.34775856,0.1922359,0.16749084,0.5
s003927,0.18097353,0.67329913,0.28447658,0.6737286,0.5
s003928,0.84038997,0.7776378,0.49467105,0.7305783,0.5
s003929,0.94994867,0.9549004,0.736211,0.9568766,0.5
s003930,0.18742996,0.41081536,0.3243424,0.33709443,0.5
s003931,0.100348406,0.25238404,0.2033909,0.20323272,0.5
s003932,0.8713654,0.89029425,0.8100285,0.8709269,0.5
s003933,0.92788786,0.9457011,0.61705124,0.93698055,0.5
s003934,0.9284088,0.88563144,0.4811948,0.89552265,0.5
s003935,0.07396338,0.13534632,0.22439517,0.094176665,0.5
s003936,0.6541218,0.9097468,0.4816214,0.93674946,0.5
s003937,0.31890923,0.7778066,0.6906634,0.7565375,0.5
s003938,0.2560871,0.39905027,0.20833994,0.3191214,0.5
s003939,0.5886527,0.49667934,0.602354,0.4324229,0.5
s003940,0.51990217,0.38150755,0.39682758,0.30559373,0.5
s003941,0.18832397,0.6677979,0.3566707,0.74595404,0.5
s003942,0.93367314,0.8908652,0.34786934,0.86647177,0.5
s003943,0.087720014,0.09518112,0.27512974,0.08449275,0.5
s003944,0.17050801,0.48227674,0.34775856,0.5397111,0.5
s003945,0.5496406,0.5412876,0.4740985,0.37639388,0.5
s003946,0.86860406,0.94600123,0.66432256,0.9418684,0.5
s003947,0.39012724,0.6206791,0.34356195,0.56559867,0.5
s003948,0.73829186,0.61207783,0.22405544,0.48930526,0.5
s003949,0.8969756,0.91655886,0.5034427,0.9073123,0.5
s003950,0.37353298,0.84859616,0.48794022,0.83999664,0.5
s003951,0.8564525,0.8908652,0.6932653,0.86373675,0.5
s003952,0.8862236,0.84959716,0.58433044,0.85536855,0.5
s003953,0.05834584,0.1066906,0.43899566,0.09807932,0.5
s003954,0.9380106,0.9036349,0.4991207,0.86036915,0.5
s003955,0.94994867,0.8620035,0.6050992,0.77149934,0.5
s003956,0.9349913,0.9092645,0.7200731,0.92262185,0.5
s003957,0.9257686,0.72438306,0.57343954,0.7659437,0.5
s003958,0.9645224,0.9237301,0.81242126,0.91949815,0.5
s003959,0.80115914,0.50517637,0.65379035,0.45538026,0.5
s003960,0.9579909,0.94844174,0.78613067,0.9274948,0.5
s003961,0.831006,0.7594039,0.6081287,0.6750152,0.5
s003962,0.9234544,0.8484707,0.5311942,0.81873685,0.5
s003963,0.79117644,0.4435703,0.33144426,0.34753713,0.5
s003964,0.10576342,0.15713684,0.35142234,0.12410682,0.5
s003965,0.063948415,0.052521676,0.18579943,0.044348583,0.5
s003966,0.8489722,0.84260434,0.5201155,0.8431217,0.5
s003967,0.5245926,0.34114337,0.4291901,0.25645936,0.5
s003968,0.9116528,0.7972413,0.5514228,0.882022,0.5
s003969,0.962462,0.9564718,0.7776378,0.9549004,0.5
s003970,0.95998776,0.83400166,0.35846534,0.7839885,0.5
s003971,0.94639885,0.91321325,0.7055822,0.89312315,0.5
s003972,0.23370637,0.31090358,0.28666824,0.1922359,0.5
s003973,0.7037531,0.78727776,0.5720655,0.6852127,0.5
s003974,0.06290424,0.07682221,0.19744445,0.03574581,0.5
s003975,0.055208683,0.13273923,0.18432662,0.14730968,0.5
s003976,0.9329437,0.87546796,0.4011012,0.85919183,0.5
s003977,0.08093671,0.38225675,0.23828422,0.31668615,0.5
s003978,0.9576754,0.9076402,0.64957863,0.88563144,0.5
s003979,0.63329685,0.6210239,0.2594502,0.68489665,0.5
s003980,0.21403359,0.4745703,0.37834427,0.4208971,0.5
s003981,0.12095703,0.13195425,0.39565945,0.09790669,0.5
s004476,0.058453236,0.124425635,0.20040116,0.11008787,0.5
s004477,0.21617697,0.38225675,0.20275871,0.2712517,0.5
s004478,0.9156582,0.8393393,0.6768335,0.77696157,0.5
